SKU,Descripción del prodcuto,Precio en $
00030881,"Baston De Merluza Rebozado Natural Prefrito Congelado X Kg
","$389,00"
00473648,Crema Dental COLGATE Salud Visible Pomo 133 Gr,$322
00258814,Rebozador P/Freir Mama Cocina Paq 500 Grm,"$86,90"
00142946,Chocolate COFLER Con Mani Fwp 38 Grm,"$63,99"
00269151,Jabon Liquido ESPADOL Antibacterial Aloe Doy 250 Ml,"$224,00"
00006957,Té Boldo CACHAMAI Caja 20 Saquitos,"$94,59"
00196409,Agua Saborizada Aquarius Pera Botella 1.5 L,"$78,20"
00476033,Semilla GENSER Mix Desayuno Doypack 150 Gr,"$121,89"
00047145,Merengues Paquete 100 Gr,"$95,00"
00253942,Cer.Zucarita Sport Kellogg'S Bsa 220 Grm,"$132,81"
00248891,Mermelada Frutos Del Bosque EMETH Frasco 390 Gr,"$174,59"
00468001,Mini Tapitas De Alfajores Soriano Paq 200 Grm,"$106,90"
00241274,Vino Red Blend NICASIA Caberne Franc/Merl/Verdot Bot 750 CC,"$891,17"
00239154,Té Rojo LA VIRGINIA     Caja 20 Saquitos,"$105,80"
00462763,Vino Malbec LOS INTOCABLES 750 Ml,"$687,81"
00478458,Yogur Entero TREGAR Tops Cereales 164 Gr,"$63,40"
00016387,COLON Cabernet Sauvignon Botella De 750 Ml,"$157,77"
00481898,Gall.Marinera Oliva Y Parmes Rianitos Paq 170 Grm,"$79,25"
00269826,Helado EXQUISITA Chocolate Caja 55 Gr,"$51,31"
00287568,Jugo CITRIC Naranja Sin Pulpa Ttb 1 L,"$145,65"
00042212,Muslo Con Piel X Kg,$219
00181718,Chocolate C/Castañas MILKA 155 Gr,"$412,49"
00058916,Pan De Hamburguesas Coto X 4 Uni,"$61,99"
00230515,Hisopos 125 Uni Q Soft X 125 Uni,"$111,33"
00106373,Vino Cabernet Sauvignon EL PORTILLO Bot 750 CC,"$317,00"
00269682,Café Instantáneo LA VIRGINIA  Clásico Frasco 170 Gr,"$297,95"
00256109,Jugo De Soja ADES Natural Tetrabrik 1 L,"$98,57"
00296837,Jab Tocad Coco Y Algodon PALMOLIVE Paq 375 Grm,"$148,71"
00180538,Gaseosa COCA COLA    Botella 2.5 L ,"$149,96"
00253922,"Shampoo Color Vive Elvive L´Oréal Paris 400ml 
",$359
00282095,Arroz Doble Carolina GALLO Grande Y Cremoso Paquete 500 Gr,"$131,00"
00478594,Cerveza  Andes  Botella 1 L,$201
00265969,Insecticida Mata Mosquito FUYI Efectividad Comproba Aer 360 G,"$147,70"
00240574,Gall.Rellena Vainilla. Polvorita Paq 150 Grm,"$42,35"
00468616,Agua Saborizada Coto Manzana Botella 1.5 L,"$47,13"
00000026,Corazón X Kg,"$104,90"
00091523,Yerba Mate Suave ROMANCE Paq 1 Kg,"$297,05"
00138541,Coctel De Frutas CIUDAD DEL LAGO Lata 820 Gr,$271
00245432,Condimento Para Tucos Y Guisos DOS ANCLAS Sobre 25 Gr,"$41,99"
00266487,Jabón En Polvo Zorro Matic Paquete 800 Gr,"$121,60"
00186470,CAFAYATE Malbec Botella De 750 Ml,"$230,02"
00285270,Mermelada Damasco CAROYENSE Light Frasco 390 Gr,"$152,33"
00470454,Cepillo Dental Colgate Kids Blister 2 Unidades,$124
00254471,Vino Syrah Malbec CALLIA Esperado 750 CC,$300
00100484,Yogur Entero COTO Durazno Bebible 1 Kg,"$69,99"
00132628,Dulce De Membrillo Ciudad Del Cja 500 Grm,"$129,00"
00469031,Postre SANCOR SUBLIME Chocolate 100 Gr X 2 Unidades,"$63,99"
00014108,Sidra Brio 1888 Saenz Bot 750 Cmq,"$370,00"
00272247,Canasta Liquida GLADE Brisa De Las Cumbres Blister 1 Unidad,"$178,04"
00232319,Jabon Liquido PROTEX Balance Rto Doy 250 Ml,$208
00264108,Queso Untable TREGAR Neufchatel Queso Azul 190 Gr,"$119,49"
00294817,Desodorante De Ambiente GLADE Limón Refrescante Aerosol 270 CC,$317
00122194,Yogur Entero MILKAUT Frutillas Colchón Frutas 150 Gr,"$72,70"
00234021,Té Frutas Tropicales LA VIRGINIA     Caja 20 Saquitos,"$115,99"
00254438,Polvo Para Brownies EXQUISITA Chocolate Caja 425 Gr,"$184,89"
00286744,Tierra Fertilizada X 10l . . .,"$345,00"
00056613,Arveja COTO Muy Finas Lata 400 Gr,"$119,99"
00252222,Lavavajilla ZORRO Limon Y Te Verde Bot 300 Ml,"$66,85"
00185184,Edulcorante HILERET Sweet Caja Sobres X 200,$290
00065501,Palitos Salados Krach-Itos Sabor Queso Bol 65 Grm,"$59,49"
00286024,Vino Malbec DADA Bot 750 Ml,"$338,62"
00231493,Mostaza DOS ANCLAS Con Miel Pet 400 Gr,"$234,49"
00217832,"Ravioles Espinac / Rico Villa Dagri Bli 500 Grm
","$128,30"
00030281,Preservativos Sup/Fino Prime Cja 6 Uni,"$403,61"
00257748,Pan Lacteado Veneziana Familiar Bsa 600 Grm,"$136,05"
00044646,Dce.Membrill . Arcor Xkg,"$185,00"
00238082,Gall.Arroz Dulce Grandiet Bsa 100 Grm,"$59,97"
00476032,Semilla GENSER Lino Doypack 150 Gr,"$73,59"
00470030,Jugo CITRIC Manzana Ttb 1 L,"$154,49"
00192357,Aceite Oliva Extra Virgen COCINERO Botella 500 Ml,"$350,06"
00164963,Vino Chardon . Callia Alta Bot 750 Cmq,$235
00256772,"Caldo En Cubo Wilde De Gallina 12 Unidades
","$59,20"
00002749,Ques.Rallado . Coto Paq 500 Grm,"$775,00"
00231075,"Limpiador Cremoso Cif Ultra Blanco 250 Ml
","$68,99"
00163732,Salsa De Soja DARAMA Botella 500 Ml,"$287,99"
00482140,Rebozador . Morixe Paq 500 Grm,"$73,05"
00006403,Pulpa De Tomate LA CAMPAGNOLA Tetrabrik 520 Gr,"$55,16"
00172514,Vaso Flexible Con Medidas 500 C . . .,"$129,90"
00015862,Port Salut Light . Melincué Xkg,"$599,00"
00242338,Queso Untable LA PAULINA 4 Quesos 190 Gr,"$125,50"
00103621,"Pegamento En Gel 2ml La Gotita
","$159,00"
00289505,Shampoo DOVE   Hidratacion Intensa Botella 400 ML,$339
00056612,Espinaca COTO En Hojas Lata 380 Gr,"$139,99"
00132642,Arroz Largo Fino CIUDAD DEL LAGO Paquete 1 Kg,"$93,00"
00479469,Jabon Liquido Frutos Del Bos Algabo Doy 300 Ml,"$87,99"
00083297,Chorizo Riojanit Cagnoli Xkg,"$1.469,00"
00466009,Polvo Para Bizcochuelo Mamá Cocina Vainilla Paquete 540 Gr,"$96,31"
00257650,Protectores Diarios LADYSOFT Clásicos 56 Unidades,"$230,99"
00478620,Medallones PATY  2 Uni X 100 Gr Con Queso Provolone,"$232,00"
00089268,Queso Untable MILKAUT Queso Azul 190 Gr,"$126,50"
00044341,Fideos Cordón Al Huevo - X Kg,"$195,00"
00189461,Galletitas . Express Paq 108 Grm,"$36,40"
00141247,Agua Saborizada Con Gas H2oh! Lima Limón Botella 1.5 L,$107
00266144,Milanesas Soja Jamon+Fib Vegetalex Bsa 340 Grm,"$182,25"
00457207,Gaseosa COTO  Pomelo Botella 2.25 L ,"$65,84"
00008685,Gaseosa COCA COLA Light   Botella 1.5 L ,"$106,14"
00271964,Shampoo HERBAL ESSENCES Para El Brillo Natural Botella 300 ML,"$187,99"
00256278,Toallas Humedas SNIFFY Clasicas Doy 70 Uni,"$86,58"
00474145,Cookies Chocolitos Bla Aguila Fwp 150 Grm,"$182,99"
00469168,Vino Malbec . EL BAUTISMO Bot 750 Ml,"$284,22"
00268275,Amargo Tres Torres Light Serrano Botella 1.5 L,"$79,98"
00461839,Gel Dental COLGATE Kids Pomo 50 Gr,"$62,31"
00004385,Mermelada Damasco LA CAMPAGNOLA Frasco 454 Gr,"$146,30"
00044722,Empanada De Carne,$59
00000265,Pategras . VERONICA Xkg,"$999,00"
00258613,Supremas Jamon Y Queso Granja Del Cja 400 Grm,"$395,55"
00163576,Aceite Oliva Extra Virgen NATURA Clásico Lata 500 Ml,"$372,33"
00040317,Port Salut Light/Fracc Tregar Xkg,"$669,00"
00165109,Gaseosa CUNNINGTON  Pomelo Botella 2.25 L ,"$83,70"
00262966,Jabón Líquido Ropa Fina ALA Matic Camellito 900 Ml,"$220,99"
00288502,Hamburguesas PATY  2 Uni X 55 Gr Finitas,"$118,50"
00245154,Aceite Oliva Virgen Extra OLIOVITA Mediterráneo Botella 500 Ml,"$370,21"
00044237,Ñoquis Al Huevo X Kg,"$170,00"
00010983,Nalga De Cerdo Estancias Coto X KG,"$419,90"
00008740,Arroz Lf 00000 Ala Dorado Paq 1 Kgm,"$115,00"
00243225,Aceite Oliva Extra Virgen NATURA Intenso Lata 1 L,"$673,60"
00256802,Gall.Dulces Leche D.De Lec Okebon Paq 165 Grm,"$52,99"
00044333,Bollo De Pizza,"$45,00"
00120232,Jabon Liquido PALMOLIVE Aroma Therapy Relax Bot 250 Ml,"$167,99"
00258265,Agua Saborizada VILLA DEL SUR LEVITE Pera Botella 2.25 L,"$134,43"
00259768,Capelettini GIACOMO   Tridicci Paquete 500 Gr,"$209,00"
00256105,Jugo De Soja ADES Naranja Tetrabrik 1 L,"$84,35"
00060784,FAMIGLIA BIANCHI Malbec 750 CC,"$739,00"
00220721,Cerveza Bohemian Pilsener PATAGONIA   Botella 730 Cc,$229
00247850,Cacao CHOCOLINO   Bolsa 360 Gr,"$132,75"
00471001,Repelente Aerosol Fuyi Aer 165 Cmq,"$100,60"
00089296,Yogur Descremado MILKAUT Vainilla Bebible 1 Kg,"$99,00"
00260458,Apresto KLARO Aerosol 360 Ml,"$166,22"
00079891,Cebolla Blanca X Kg,$115
00017939,"Langostino Entero Crudo Congelado X Kg
",$1259
00466615,Lustramueble Limón 70% BLEM Aer 360 Cmq,"$205,79"
00190490,SCOTT Duramax 58 Paños Reutilizables,$286
00259325,Shampoo DOVE  Anticaspa   Botella 200 ML,$199
00169828,Palitos Salados Krach-Itos Paq 65 Grm,"$42,89"
00268223,Limpiador Mr Musculo Vidrios Y Multiusos Doy 450 CC,"$54,90"
00163731,Salsa De Soja DARAMA   Botella 500 Ml,"$287,99"
00468899,"Jabón En Polvo Granby Matic Lavado Total 3 Kg
","$356,99"
00288062,Arroz Koshihikari Dos Hermanos Sushi Rice Paquete 500 Gr,"$112,00"
00473316,Carbon . Grill Uni 1 Uni,"$249,00"
00258176,Agua Saborizada Con Gas H2oh! Naranchelo Botella 2.25 L,$144
00007411,Gaseosa SEVEN UP    Lata 354 Cc ,"$49,50"
00281899,Pastillas Comprimida DRF Anìs Paq 23 Grm,"$18,55"
00186707,Rucula SUEÑO VERDE X 100 Gr,"$139,00"
00234639,Agua Con Gas Limoneto H2oh!! Bot 2250 Cmq,$144
00045585,Queso Criollo Fraccionado TREGAR . 1 Kgm,"$1.139,00"
00181719,Chocolate Castañas C/Car MILKA Paq 70 Grm,"$144,99"
00480608,Jabon Liquido Jazmin Y Cacao Palmolive Bom 221 Ml,"$180,05"
00017814,Tubo De Calamar Congelado X Kg,"$1.089,00"
00281953,Flan EXQUISITA Dulce De Leche Caja 60 Gr,"$41,27"
00260360,Jugo En Polvo TANG Anana Sobre 18 Gr,"$16,81"
00250724,Jabon Tocador PLUSBELLE Refrescante Paq 3 Uni 375 Grm,"$149,00"
00288733,Acondicionador DOVE Óleo Nutrición    Botella 400 ML,$309
00262053,"Toalla Femenina Kotex Normal X32
",$414
00249350,Tallarin COTO Al Huevo Paquete 500 Gr,"$89,00"
00100228,Rollo De Cocina SOFT PAPER 120 Paños Paquete 3 Unidades,$106
00173670,Pizzeta Muzzarella X 3 Sibarita Cja 555 Grm,"$648,00"
00185627,Limpiador LYSOFORM Bot 900 CC,"$124,35"
00211269,"Caldo Gallina Maggi X12 Unidades
","$81,90"
00179521,Cebolla De Verdeo La Parmesana Sobre 20 Gr,"$109,50"
00073187,Harina De Mandioca X Kg,"$209,90"
00255392,Protectores Diarios CAREFREE Protección Compact 80 Unidades,"$325,99"
00223136,Crema Dental COLGATE Sensitive Pomo 50 Gr,"$184,20"
00165622,Vino Malbec FAMILIA GASCON Bot 750 CC,"$460,00"
00013174,Sardo Trozado La Paulina X 1 Kgm,"$1.269,00"
00254073,Mostachol MATARAZZO  3 Vegetales   Paquete 500 Gr,"$91,58"
00270123,Yerba Mate ROSAMONTE Con Palo Junior Paquete 1 Kg,"$272,40"
00214190,Gall.Dulces Frolitas Trio Paq 300 Grm,"$91,49"
00160156,Té Verde TARAGUI Caja 20 Saquitos,"$67,25"
00047460,Medallones De Pollo Coto   X  Kg,"$369,90"
00200135,Gaseosa PEPSI Light   Botella 2.25 L ,$166
00212528,Hongo Portobello PORTO X 200 Gr,"$169,90"
00255271,Queso Untable Tentaciones Ja Tholem Pot 190 Grm,"$120,49"
00035021,Picanha X KG,"$849,90"
00054302,Papas Mc Cain + Finitas 1 Kg,$323
00257845,Rebozador Preferido Paq 500 Grm,"$96,49"
00250879,Arveja Fresca Bonduelle 300 Gr,"$124,99"
00040761,Queso Rallado . Xkg,"$1.199,00"
00468905,Limp Antigras . Odex Rto 450 Ml,"$69,99"
00202871,Crema Corporal Piel Seca Nivea Bot 400 Ml,"$359,49"
00123802,Atun Al Natural GOMES DA COSTA Desmenuzado Lata 170 Gr,"$118,81"
00038688,Nido Fettucine LUCCHETTI     Paquete 500 Gr,"$80,79"
00034910,Salame Milan Feteado Ebro Xkg,"$1.080,00"
00264357,Limpiador PROCENEX Marina Bot 1.8 Lts,"$174,99"
00059029,Pan P/Pancho . Coto Bsa 210 Grm,"$61,99"
00009690,Paños Bebe ESTRELLA Bol 40 Uni,"$179,18"
00265554,"Café Instantáneo Nescafé Clásico Descafeinado X 100 Gr
","$634,99"
00064947,P/Uva Sultan Morena X Kg,$379
00184783,Aceitunas Verdes NUCETE Sachet 800 Gr,"$189,89"
00466600,Gelatina BC Cereza Light Sobre 20 Gr,"$58,89"
00225278,Vino Cabernet Sauvignon CALLIA Alta Bot 750 CC,$235
00138656,Gall.Rellena . Opera Paq 55 Grm,"$37,48"
00258359,Gelatina ROYAL Frambuesa Sobre 40 Gr,"$46,58"
00047596,Chorizo De Jamón X Kg,"$574,90"
00239424,Limpiador Líquido Pisos CIF Oxygel 750 Ml,"$140,99"
00259303,Yogur Entero COTO Vainilla Firme 125 Gr X 2 Unidades,"$47,49"
00258812,Rebozador P/Horno Mama Cocina Paq 500 Grm,"$116,90"
00262777,Limpiador HARPIC Para Inodoros Citus Bot 500 Ml,$203
00100482,Yogur Entero COTO Frutilla Bebible 1 Kg,"$69,99"
00264340,Limpiador PROCENEX Original Bot 900 Ml,"$126,99"
00061250,Hilo Dental GUM Expanding Floss Blister 40 Metros,"$274,99"
00132748,Caramelos HALLS Strong Mint Paq 28 Grm,"$45,99"
00281882,Polvo Para Bizcochuelo EXQUISITA Coco Caja 540 Gr,"$155,00"
00473380,Gall.Dulces Chips Okebon Paq 229 Grm,"$76,99"
00083627,"Pegamento La Gotita 2ml La Gotita
","$129,00"
00470999,Limpia Inodoros Adhesivo LYSOFORM Citrus Caja 3 Unidades,"$81,41"
00000538,Melón Amarillo X Kg,"$239,00"
00468619,Agua Saborizada Coto Finamente Gasificada Citrus Botella 1.5 L,"$47,13"
00131587,Mortadela BOCATTI Con Pistacho Bli 70 Grm,"$115,00"
00101922,Aceitunas Negras NUCETE Frasco 330 Gr,"$135,47"
00288549,Amargo Terma Serrano Botella 1.35 L,"$116,81"
00241445,Mermelada Ciruela Emeth Pote 420 Gr,"$82,59"
00111415,Galletitas . Criollitas Paq 169 Grm,"$53,01"
00267331,Sopapa De Goma X-LIMP Negra Con Cabo 1 Uni,"$193,99"
00267250,Enjuague Para Ropa Suave Violetas Del Campo Doypack 900 Ml,"$93,99"
00217284,Nescafé® Dolce Gusto® Latte Macchiato 16 Cápsulas,$974
00253996,Mani CROPPERS Sin Piel Sin Sal Paq 120 Grm,"$108,19"
00468620,Agua Saborizada Coto Pomelo Botella 1.5 L,"$47,13"
00164416,Yogur Entero TREGAR Duraznos 160 Gr,"$62,15"
00021215,Aceite Oliva Extra Virgen NUCETE Botella 500 Ml,"$439,16"
00111046,Limpiador AYUDIN Antigrasa Gat 500 CC,"$123,49"
00196666,Dulce De Membrillo Ligh Cormillot Cja 430 Grm,"$139,00"
00067098,Biscuits . Soriano Paq 125 Grm,"$73,90"
00000808,Chori.Candel . Ebro Xkg,$1209
00480159,Jabon Anti-Stress Mi Dove Cja 90 Gr,"$83,99"
00135345,Cer.Avena Bocaditos Av.  Granix Pou 180 Grm,"$100,68"
00246403,Pionono Cristal 180 Grm,"$90,00"
00203183,Mostaza BRENNAN´S Dijon Suave Tradicional Frasco 200 Gr,"$325,00"
00233180,Aperitivo Campari Botella 1 L,"$634,69"
00009533,Tallarin PUNTA MOGOTES Espinaca Paquete 500 Gr,"$97,00"
00285894,Bocadito Pollo Pochoclo Tres Arroyo Bsa 400 Grm,"$264,85"
00203408,Chocolate MILKA Blanco Tab 55 Gr,"$144,99"
00287135,"Té Tilo, Cedrón Y Melisa SAINT GOTTARD     Caja 20 Saquitos","$184,50"
00286626,"Ravioles Muzza/Jamon Ciudad Del  Bli 500 Grm
","$119,00"
00017671,Fynbo . VERONICA Xkg,"$819,00"
00125960,Café Molido COTO Paquete 250 Gr,"$112,99"
00073161,Maiz Piscingallo X Kg,"$159,90"
00203422,Papel Higiénico FELPITA Blanquísimo Simple Hoja Paquete 4 Unidades,"$253,99"
00002380,Bolsa Resid. 45 X 60 Asurin Paq 30 Uni,$241
00234682,Salsa Filetto ARCOR Lista Pouch 340 Gr,"$68,95"
00480177,Jabón Liquido Rosas Francesa Lux Bom 250 Ml,"$194,99"
00035144,Churrasquito De Cerdo X KG,"$549,90"
00293533,Premezcla Para Ñoquis MAMÁ COCINA Papa Paquete 400 Gr,"$118,44"
00481930,Papas Fritas Coto Sabor Original 160 Gr,"$210,00"
00210178,Vinagre Manzana Alcazar Bot 1000 Cmq,"$90,00"
00009624,Caramelos T.Fruti Flynn Paff Bsa 128 Grm,"$82,40"
00477708,Jugo Del Valle Naranja Tetrabrik 1 L,"$54,10"
00477899,Acondicionador Humectacion En Dove Baby Bot 200 Ml,$193
00206838,Vino Dulce Natural . CALLIA Amab Bot 750 Cmq,$235
00297878,Salsa Ali-oli DOS ANCLAS Pet 360 Gr,"$218,59"
00286508,Jabon Tocador CAMPOS VERDES Pausa En El Campo Paq 360 Grm,"$99,00"
00065003,Damasco Turco   Xkg,"$1.490,90"
00258320,"Suavizante Para Ropa Vivere Regular Hierbas Frescas Y Jazmín 900 Ml
","$141,99"
00117218,Chocolate M & M Bsa 52 Grm,"$153,99"
00191132,Tap.Empanada Horno Mendia Bsa 390 Grm,"$79,40"
00044744,Pizza De Mozzarella,$249
00220720,Cerveza Weisse PATAGONIA   Botella 730 Cc,$229
00230699,Chorizo T/Alemana FRIOLIM Paq 3 Uni 295 Grm,"$199,00"
00017859,"Mejillon Pelado Cocido Chileno Congelado X Kg
",$789
00478309,Bocadito De Cereal Chocol. Rellen Granix Bsa 180 Grm,"$123,72"
00042772,Helado Coto Chocolate Suizo Pot 500 Grm,"$359,90"
00194584,"Tap.P/Pastel Pack X24 Mendia Bsa 330 Grm
","$76,65"
00206434,Queso Crema TREGAR Clásico 200 Gr,"$106,55"
00164418,Yogur Entero TREGAR Vainilla Bebible 1 Kg,"$78,80"
00473528,"Suavizante Concentrado Vivere Intense Felices Sueños 450 Ml  
","$157,45"
00035010,Matambre De Cerdo X KG,"$769,90"
00035009,Carré De Cerdo Deshuesado X KG,"$529,90"
00141094,Crema Dental COLGATE Total 12 Whitening Pomo 90 Gr,$218
00468907,Limpiavidrio . Odex Rto 450 Ml,"$69,99"
00032574,Arroz Yamani X Kg,"$289,90"
00295706,Arvejas COTO Partidas Bolsa 400 Gr,$109
00468906,Limp.Baño . Odex Rto 450 Ml,"$69,99"
00010971,Baño Repost. Leche AGUILA Sch 150 Grm,"$145,99"
00187982,Jabon Glicerina VERITAS Nectar D/Frutas Paq 3 Uni 120 Grm C/U,"$241,46"
00007279,Oporto . El Abuelo Bot 750 Cmq,"$200,00"
00185341,Papel Higiénico CAMPANITA Doble Hoja Paquete 4 Unidades,"$255,20"
00282623,Pastillas Limon DRF Paq 23 Grm,"$18,55"
00462359,"Agua De Mesa Kin 2.25 L
","$53,56"
00017510,Queso De Maquina . VERONICA Xkg,"$869,00"
00474472,Limp.A/Grasa Extra Power Co Mr.Musculo Doy 900 Ml,"$158,30"
00262809,Yerba Mate CBSÉ Hierbas Serranas Con Palo Paquete 500 Gr,"$221,52"
00017936,"Varita De Surimi Congelado X Kg
",$650
00041027,Esponja De Baño ESTILO SPA Hueso Bli 1 Uni,"$47,35"
00257828,Galleta Original Club Social Paq 144 Grm,"$117,30"
00182497,Gall.Rellena Chantily Mellizas Paq 112 Grm,"$55,60"
00000081,Carne Chica . Xkg,"$69,90"
00288545,Amargo Terma Limon Botella 1.35 L,"$116,81"
00282872,Shampoo SUAVE Niños  Manzanilla Talentosa Botella 350 ML,"$199,99"
00256245,Jugo De Soja ADES Frutas Tropicales Tetrabrik 1 L,"$88,46"
00234680,Salsa Tuco ARCOR Lista Pouch 340 Gr,"$68,95"
00284673,Queso Untable MILKAUT Light Por Salut 190 Gr,"$126,50"
00481934,Papas Fritas Coto Crema Y Cebolla 160 Gr,"$210,00"
00478431,Cerveza  Andes  Botella 1 L,$176
00262405,Papel Higiénico FELPITA Simple Hoja Paquete 4 Unidades,"$117,99"
00236583,Café Molido LA VIRGINIA     Paquete 1 Kg,"$569,60"
00073157,Garbanzo X Kg,"$159,90"
00295074,Acondicionador PANTENE Hidratación Extrema    Botella 200 ML,$204
00100222,Jugo De Limón MONTE ALTO 1 L,"$205,00"
00042480,Holanda Fraccionado TREGAR . 1 Kgm,"$1.139,00"
00087680,Crema De Leche LA PAULINA 350 CC,"$150,05"
00209276,Vermouth MARTINI Rosso Botella 995 Cc,"$323,79"
00468008,Scones Limon 9 De Oro Bsa 200 Grm,"$70,00"
00460772,Milanesa Soja Soja-Vegetales Granja Del Paq 320 Grm,"$215,00"
00230076,Fajitas Pizza Tia Maruca Paq 150 Grm,"$66,34"
00216481,Edulcorante HILERET Zucra Caja Sobres X 100,$177
00014426,Choc.P/Taza . Aguila Tab 150 Grm,"$237,99"
00461823,Quitamanchas Vanish Oxiaction Doypack 450 Gr,"$323,99"
00290767,Alimento En Sobre Adultos PEDIGREE 100 Gr Carne  ,"$53,50"
00286623,Ravioles 4 Quesos Ciudad Del  Bli 500 Grm,"$119,00"
00203325,Té Frutos Del Bosque SAINT GOTTARD Caja 20 Saquitos,"$311,25"
00188314,Cepillo Dental GUM Classic Blister 1 Unidad,"$312,49"
00299210,Puchero Especial LAS PARCHITAS X 400 Gr,"$154,90"
00215635,Ques.Muzz.D/Lat Bocconcino Arrivata Pou 400 Grm,"$225,00"
00247365,Aperitivo APEROL Botella 750 Cc,"$573,29"
00174401,Queso Untable LA PAULINA Fontina 190 Gr,"$125,50"
00288524,Aceite Oliva Virgen Extra NATURA Selección Especial Botella 500 Ml,"$411,58"
00265489,Paño Para Piso MORTIMER 50 X 57 Bsa 1 Uni,"$105,56"
00106367,Vino Malbec SALENTEIN Roble Bot 750 CC,"$815,00"
00258813,Rebozador P/Horno Mama Cocina Paq 1 Kgm,"$187,90"
00210182,Aceto Balsámico CASALTA 400 CC,"$270,00"
00181001,Arroz Con Leche TREGAR Light 180 Gr,"$49,25"
00474830,Pilas Alcalinas Aa X4 Blister . . .,"$315,00"
00230493,Fajitas Cebolla Tia Maruca Paq 150 Grm,"$66,34"
00460703,Shampoo HEAD & SHOULDERS 3 En 1 Anticaspa   Botella 700 ML,"$575,99"
00288554,Amargo Terma Pomelo Botella 1.35 L,"$116,81"
00009955,Leche Parcialmente Descremada Liviana LA SERENISIMA Sachet 1l,"$74,60"
00282833,Enjuague Bucal LISTERINE  Cool Mint Botella 500 Ml,"$380,92"
00168441,Atun Al Natural GOMES DA COSTA En Trozos Lata 170 Gr,"$158,06"
00024588,Mermelada Frutillas Emeth Frasco 450 Gr,"$156,99"
00239577,Mermelada Frutillas Emeth Pote 420 Gr,"$87,59"
00005381,Gaseosa COCA COLA    Botella 500 Cc ,"$69,49"
00472999,Gall.Dulces Cookies 9 De Oro Paq 180 Grm,"$71,76"
00474193,Gaseosa COTO  Tónica Botella 2.25 L ,"$65,84"
00479465,Pan C/Lino Chico Bimbo Bsa 380 Grm,"$181,66"
00055564,Gomitas Tuti/Frut Billiken Bsa 200 Grm,"$138,49"
00003985,Ba¿O Repost. S/Amargo Aguila Sch 150 Grm,"$145,99"
00480629,Shampoo HEAD & SHOULDERS     Botella 375 ML,"$359,00"
00163570,Gomitas MOGUL Frutales Paq 35 Gr,"$32,99"
00017678,Muzzarella Fraccion VERONICA Xkg,"$779,00"
00464998,Té Verde Saint Gottard Caja 20 Saquitos,"$116,65"
00481684,Yogur Entero TREGAR Mango Y Maracuyá 160 Gr,"$62,15"
00465143,Shampoo DOVE   Ritual De Reparación Botella 400 ML,$309
00100344,Mate Cocido PLAYADITO Caja 50 Saquitos,"$124,95"
00478896,Detergente Concentrado CIF Active Gel Antibacterial 500 Ml,$152
00470485,Esponj.Acero Inoxidable Go Bsa 1 Uni,$50
00014797,Mermelada Naranja ARCOR Light Frasco 390 Gr,"$141,05"
00042213,Muslo Sin Piel X Kg,$239
00263228,Jabón Liquido ALA Camellito Ropa Fina Doypack ,"$124,99"
00211967,Salsa De Soja DARAMA Pet 220 Ml,"$202,99"
00250118,Cappuccino Instantáneo LA VIRGINIA   Espuma De Vainilla Paquete 155 Gr,"$163,99"
00266532,Insecticida RAID Exterminador Cucaracha Accion Res Aer 390 C,"$159,59"
00119984,Azúcar HILERET Light Paquete 250 Gr,"$70,29"
00004383,Mermelada Ciruela LA CAMPAGNOLA Frasco 454 Gr,"$146,30"
00183823,Mermelada Pera FUNDACIÓN FAVALORO Frasco 454 Gr,"$152,33"
00000689,Zapallo Plomo (Criollo) X Kg,$99
00140273,Alfajor MILKA Chocolate 70 Gr X 1 Uni,"$76,99"
00286511,Jabon Tocador CAMPOS VERDES Frescura Liberador Paq 360 Grm,"$99,00"
00164422,Arroz Con Leche TREGAR Canela 180 Gr,"$49,25"
00056611,Macedonia COTO Legumbres Y Hortalizas Lata 400 Gr,"$175,99"
00238091,Gall.Secas Avena Y Pasas Okebon Paq 136 Grm,"$57,99"
00294821,Desodorante De Ambiente GLADE Toque Limón Refrescante Blister 2 Unidades,"$227,84"
00288550,Amargo Terma Cuyano Botella 1.35 L,"$116,81"
00480162,Jabon Rosas Francesa Lux Paq 375 Grm,$149
00166257,Vino Malbec NOVECENTO Bot 750 CC,$215
00172569,Crema De Avellanas NUTELA Pote 140 Gr,"$172,99"
00042778,Helado COTO Dulce De Leche Granizado Pot 500 Grm,"$359,90"
00047101,Cerveza Lager HEINEKEN   Botella 1 L,$217
00003952,Aperitivo Cynar Botella 750 CC,"$399,69"
00132635,Piononos . Coto Bsa 200 Grm,"$104,99"
00291327,Toa.Hig.Fem. Tf Ladysoft Al Ladysoft Paq 16 Uni,"$129,65"
00022882,Huevo Color Extra . Bli 6 Uni,"$83,40"
00089270,Queso Untable MILKAUT Clásico 190 Gr,"$126,50"
00285896,Medallones De Pollo GRANJA TRES ARROYOS   6 Uni X 75 Gr  ,"$261,90"
00266533,Insecticida RAID Mata Polillas Y Larvas Aer 390 CC,"$213,78"
00265797,Limpiador PROCENEX Original Bid 5 Lts,"$530,99"
00212748,Chocolate MILKA Relleno Dulce De Leche Tab 135 Grm,"$331,49"
00132750,Caramelos HALLS Cherry Paq 28 Grm,"$45,99"
00097880,Vino Malbec Reserva F.D.Cave Bot 750 Cmq,"$741,15"
